detail_link,title,satisfaction,institution,thumbnail,field
https://www.udemy.com/course/rest-api/,"REST API Design, Development & Management",4.6,Rajeev Sakhuja,https://img-c.udemycdn.com/course/240x135/802366_74df_4.jpg,IT & Software/REST API
https://www.udemy.com/course/google-cloud-professional-cloud-architect-certification/,GCP Professional Cloud Architect: Google Cloud Certification,4.6,in28Minutes Official,https://img-c.udemycdn.com/course/240x135/3995372_4064.jpg,IT & Software/Google Cloud Professional Cloud Architect
https://www.udemy.com/course/react-tutorial-and-projects-course/,"Complete React, Next.js & TypeScript Projects Course 2024",4.7,John Smilga,https://img-c.udemycdn.com/course/240x135/2018828_41a9_3.jpg,IT & Software/React JS
https://www.udemy.com/course/intune-training-with-microsoft-endpoint-manager-mdm-mam/,Intune (MDM / MAM) Microsoft training course with HANDS ON,4.6,John Christopher,https://img-c.udemycdn.com/course/240x135/3278738_c641_5.jpg,IT & Software/Microsoft Intune
https://www.udemy.com/course/mastering-data-modeling-fundamentals/,Mastering Data Modeling Fundamentals,4.4,Alan Simon,https://img-c.udemycdn.com/course/240x135/2767896_eb29_5.jpg,IT & Software/Data Modeling
https://www.udemy.com/course/az-102-azure-administrator-certification-transition/,Azure Architect Technologies,4.7,Alan Rodrigues,https://img-c.udemycdn.com/course/240x135/2059535_bde3_3.jpg,IT & Software/Microsoft Azure
https://www.udemy.com/course/pl-900-microsoft-power-platform-fundamentals-r/,PL-900: Microsoft Power Platform Fundamentals,4.5,Phillip Burton,https://img-c.udemycdn.com/course/240x135/3756774_4f10_6.jpg,IT & Software/Microsoft PL-900
https://www.udemy.com/course/active-directory-on-windows-server-2016/,Active Directory on Windows Server,4.6,Kevin Brown,https://img-c.udemycdn.com/course/240x135/1344728_2ee3_2.jpg,IT & Software/Active Directory
https://www.udemy.com/course/mastering-microcontroller-with-peripheral-driver-development/,Mastering Microcontroller and Embedded Driver Development,4.6,FastBit Embedded Brain Academy,https://img-c.udemycdn.com/course/240x135/643206_2ee7_9.jpg,IT & Software/Microcontroller
https://www.udemy.com/course/the-complete-2018-cyber-security-guide-for-non-professionals/,The Absolute Beginners Guide to Cyber Security 2024 - Part 2,4.6,Alexander Oni,https://img-c.udemycdn.com/course/240x135/1511170_1c33_10.jpg,IT & Software/Cyber Security
https://www.udemy.com/course/google-certified-associate-cloud-engineer-2019-prep-course/,Google Cloud Associate Cloud Engineer: Get Certified 2024,4.5,Dan Sullivan,https://img-c.udemycdn.com/course/240x135/2543649_6bce_11.jpg,IT & Software/Google Cloud Associate Cloud Engineer
https://www.udemy.com/course/azure100/,AZ-400 Designing and Implementing DevOps Certification,4.5,Alan Rodrigues,https://img-c.udemycdn.com/course/240x135/3492150_ec37.jpg,IT & Software/Microsoft AZ-400
https://www.udemy.com/course/data-structures-algorithms-python/,Python Data Structures & Algorithms + LEETCODE Exercises,4.7,Scott Barrett,https://img-c.udemycdn.com/course/240x135/4094340_0609_17.jpg,Development/Data Structures
https://www.udemy.com/course/sdlc-phases/,SDLC Overview (1 Hour) - Software Development Life Cycle,4.4,Sai Ram,https://img-c.udemycdn.com/course/240x135/2321356_1b2d_6.jpg,IT & Software/SDLC Software Development Life Cycle
https://www.udemy.com/course/sap-fico-training-course/,SAP FICO (Financial Accounting & Management Accounting),4.4,Rana W Mehmood,https://img-c.udemycdn.com/course/240x135/1592862_c178_2.jpg,IT & Software/SAP FICO
https://www.udemy.com/course/system-center-configuration-manager/,Microsoft SCCM/Endpoint Configuration Manager for Beginners,4.6,Paul Hill,https://img-c.udemycdn.com/course/240x135/1194706_10f5_3.jpg,IT & Software/Microsoft Endpoint Configuration Manager / SCCM
https://www.udemy.com/course/user-stories/,User Story Masterclass: Your Agile Guide to User Stories,4.5,The BA Guide | Jeremy Aschenbrenner,https://img-c.udemycdn.com/course/240x135/2591190_0d16_2.jpg,IT & Software/User Stories
https://www.udemy.com/course/spring-mvc-tutorial-for-beginners-step-by-step/,Spring MVC For Beginners - Build Java Web App in 25 Steps,4.4,in28Minutes Official,https://img-c.udemycdn.com/course/240x135/732464_7cf6_3.jpg,IT & Software/Spring MVC
https://www.udemy.com/course/windows-server-2019-administration-h/,Windows Server 2019 Administration,4.5,Kevin Brown,https://img-c.udemycdn.com/course/240x135/3448142_bdbc_4.jpg,IT & Software/Windows Server
https://www.udemy.com/course/informatica-powercenter-961-beginners-to-advanced/,Informatica PowerCenter - Beginner to Expert Level,4.4,Smart Coders Hub,https://img-c.udemycdn.com/course/240x135/2213960_6bdd_2.jpg,IT & Software/Informatica PowerCenter
https://www.udemy.com/course/security-601-exams/,CompTIA Security+ (SY0-601) Practice Exams & Simulated PBQs,4.6,Jason Dion • 1.8 Million+ Enrollments Worldwide,https://img-c.udemycdn.com/course/240x135/3495246_eb18_5.jpg,IT & Software/CompTIA Security+
https://www.udemy.com/course/system-design-interview-prep/,Mastering the System Design Interview,4.6,Sundog Education by Frank Kane,https://img-c.udemycdn.com/course/240x135/4349890_0d71_2.jpg,IT & Software/System Design Interview
https://www.udemy.com/course/total-comptia-security-certification-sy0-601/,TOTAL: CompTIA Security+ Certification (SY0-601),4.6,Total Seminars • Over 1 Million Enrollments,https://img-c.udemycdn.com/course/240x135/4172946_c417_3.jpg,IT & Software/CompTIA Security+
https://www.udemy.com/course/data-governance-fundamentals/,Data Governance Fundamentals,4.5,Ben Sullins,https://img-c.udemycdn.com/course/240x135/3493044_f24d_3.jpg,IT & Software/Data Governance
https://www.udemy.com/course/cyberintro/,Introduction to Cyber Security - 2 Hour Crash Course,4.5,Rick Crisci,https://img-c.udemycdn.com/course/240x135/4328166_0767_3.jpg,IT & Software/Cyber Security
https://www.udemy.com/course/complete-vmware-vsphere-esxi-and-vcenter-administration/,Complete VMWare vSphere ESXi and vCenter Administration,4.5,Imran Afzal,https://img-c.udemycdn.com/course/240x135/1587248_22b2_4.jpg,IT & Software/VMware Vsphere
https://www.udemy.com/course/springframeworkineasysteps/,Spring Framework In Easy Steps,4.5,Bharath Thippireddy,https://img-c.udemycdn.com/course/240x135/964914_a456_3.jpg,IT & Software/Spring Framework
https://www.udemy.com/course/terraform-associate-practice-exam/,HashiCorp Certified: Terraform Associate Practice Exam 2024,4.7,"Bryan Krausen • 130,000+ Enrollments Worldwide",https://img-c.udemycdn.com/course/240x135/2736086_4d37_12.jpg,IT & Software/HashiCorp Certified: Terraform Associate
https://www.udemy.com/course/react-basic-in-just-1-hour/,React basic in just 1 hour [2022],4.7,Leo Trieu,https://img-c.udemycdn.com/course/240x135/837094_75da_2.jpg,IT & Software/React JS
https://www.udemy.com/course/java-web-services/,Java Web Services,4.5,Bharath Thippireddy,https://img-c.udemycdn.com/course/240x135/345340_1d59_8.jpg,IT & Software/Java Web Services
https://www.udemy.com/course/microsoft-excel-2013-from-beginner-to-advanced-and-beyond/,Microsoft Excel - Excel from Beginner to Advanced,4.6,Kyle Pew,https://img-b.udemycdn.com/course/240x135/793796_0e89_2.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-for-analysts/,Microsoft Excel: Advanced Excel Formulas & Functions,4.6,Maven Analytics,https://img-b.udemycdn.com/course/240x135/516446_4935_5.jpg,Office Productivity/Data Analysis
https://www.udemy.com/course/data-analysis-with-excel-pivot-tables/,Microsoft Excel: Data Analysis with Excel Pivot Tables,4.6,Maven Analytics,https://img-b.udemycdn.com/course/240x135/977438_476d_10.jpg,Office Productivity/Excel
https://www.udemy.com/course/advanced-excel-charts-graphs/,Microsoft Excel: Data Visualization w/ Excel Charts & Graphs,4.6,Maven Analytics,https://img-b.udemycdn.com/course/240x135/636822_bb3b_4.jpg,Office Productivity/Excel
https://www.udemy.com/course/thebestexcel/,Microsoft Excel - From Beginner to Expert in 6 Hours,4.6,Todd McLeod,https://img-b.udemycdn.com/course/240x135/49250_a658_9.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-vba-and-macros-course/,Unlock Excel VBA and Excel Macros,4.7,Leila Gharani,https://img-b.udemycdn.com/course/240x135/1506888_52b0_3.jpg,Office Productivity/Excel VBA
https://www.udemy.com/course/complete-ai-guide/,"ChatGPT Complete Guide: Learn Midjourney, ChatGPT 4 & More",4.6,Julian Melanson,https://img-b.udemycdn.com/course/240x135/5170404_d282_9.jpg,Office Productivity/ChatGPT
https://www.udemy.com/course/microsoft-excel-2016-for-beginners/,Microsoft Excel 2016 for Beginners: Master the Essentials,4.6,Simon Sez IT,https://img-b.udemycdn.com/course/240x135/660922_d744_2.jpg,Office Productivity/Excel
https://www.udemy.com/course/master-microsoft-excel-macros-and-vba-with-5-simple-projects/,Master Microsoft Excel Macros and Excel VBA,4.6,Kyle Pew,https://img-b.udemycdn.com/course/240x135/690066_6b76_4.jpg,Office Productivity/Excel VBA
https://www.udemy.com/course/microsoft-word-from-beginner-to-advanced-and-beyond/,Master Microsoft Word Beginner to Advanced,4.6,Kyle Pew,https://img-b.udemycdn.com/course/240x135/1235430_7a1d_4.jpg,Office Productivity/Microsoft Word
https://www.udemy.com/course/dontgetmadgetskills-excel-shortcuts/,"Excel Shortcuts, Excel Tips, Excel Tricks - Excel Skills!",4.6,Billy Wigley,https://img-b.udemycdn.com/course/240x135/386004_e0da_8.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-essentials-the-complete-series-levels-1-2-3/,"Excel Essentials: The Complete Excel Series - Level 1, 2 & 3",4.7,Alan Jarvis,https://img-b.udemycdn.com/course/240x135/948866_3bcc_2.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-quick-start-guide-from-beginner-to-expert/,Zero to Hero in Microsoft Excel: Complete Excel guide 2024,4.6,Start-Tech Academy,https://img-b.udemycdn.com/course/240x135/2605732_e3d5_3.jpg,Office Productivity/Excel
https://www.udemy.com/course/microsoft-excel-power-query-power-pivot-dax/,Microsoft Excel: Business Intelligence w/ Power Query & DAX,4.7,Maven Analytics,https://img-b.udemycdn.com/course/240x135/1137048_c1d7_4.jpg,Office Productivity/Power Pivot
https://www.udemy.com/course/microsoft-excel-2016-beginners-intermediate-excel-training/,Microsoft Excel Beginners & Intermediate Excel Training,4.5,365 Careers,https://img-b.udemycdn.com/course/240x135/659464_92c2_4.jpg,Office Productivity/Excel
https://www.udemy.com/course/case-study-powerpoint-2013-presentation-slide-by-slide/,Powerpoint 2016 2019 365 - Master powerpoint presentation,4.6,Andrew Pach,https://img-b.udemycdn.com/course/240x135/384496_f770_22.jpg,Office Productivity/PowerPoint
https://www.udemy.com/course/microsoft-project-tutorial/,Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 9 PDU,4.6,Srikanth Shirodkar,https://img-c.udemycdn.com/course/240x135/831116_92e7_2.jpg,Office Productivity/Microsoft Project
https://www.udemy.com/course/sap-simplified-for-absolute-beginners/,SAP Simplified for Absolute Beginners,4.5,Ulrika Garner,https://img-c.udemycdn.com/course/240x135/826870_0677_2.jpg,Office Productivity/SAP
https://www.udemy.com/course/excel-dashboards-reports/,Visually Effective Excel Dashboards,4.6,Leila Gharani,https://img-c.udemycdn.com/course/240x135/1122362_6b47_4.jpg,Office Productivity/Excel Dashboard
https://www.udemy.com/course/the-complete-servicenow-system-administrator-course/,The Complete ServiceNow System Administrator Course,4.5,Mark Miller,https://img-c.udemycdn.com/course/240x135/1480108_6fc7_5.jpg,Office Productivity/ServiceNow
https://www.udemy.com/course/microsoft-powerpoint-beginner-to-advanced-x/,Microsoft PowerPoint From Beginner to Advanced,4.5,Kyle Pew,https://img-c.udemycdn.com/course/240x135/2619774_41ee_2.jpg,Office Productivity/PowerPoint
https://www.udemy.com/course/learn-staffhub/,Up and Running with Microsoft Teams,4.6,BrainTree Learning,https://img-c.udemycdn.com/course/240x135/1380500_d6d9_3.jpg,Office Productivity/Microsoft Office 365
https://www.udemy.com/course/plsql-by-example/,PL/SQL by Example - Beginner to Advanced PL/SQL,4.5,Amarnath Reddy,https://img-c.udemycdn.com/course/240x135/470406_489f_3.jpg,Office Productivity/PL/SQL
https://www.udemy.com/course/complete-guide-to-microsoft-powerapps-basic-to-advanced/,Power Apps - Complete Guide to Microsoft PowerApps,4.5,Henry Habib,https://img-c.udemycdn.com/course/240x135/3136332_29d8_2.jpg,Office Productivity/Microsoft Power Apps
https://www.udemy.com/course/microsoft-office-excel-word-access-powerpoint/,"Ultimate Microsoft Office; Excel, Word, PowerPoint & Access",4.6,Simon Sez IT,https://img-c.udemycdn.com/course/240x135/2743630_037a_4.jpg,Office Productivity/Microsoft Office
https://www.udemy.com/course/master-excel-pivot-tables/,Master Excel Pivot Tables - Excel 365 and Excel 2019,4.5,Tom Meservy,https://img-c.udemycdn.com/course/240x135/835820_aeff_9.jpg,Office Productivity/Pivot Tables
https://www.udemy.com/course/microsoftaccess/,Microsoft Access 2016 Master Class: Beginner to Advanced,4.6,Joe Parys,https://img-c.udemycdn.com/course/240x135/845284_cfd2_4.jpg,Office Productivity/Microsoft Access
https://www.udemy.com/course/powerpoint-master-class-for-business-and-finance-graduates/,Beginner to Pro in PowerPoint: Complete PowerPoint Training,4.5,365 Careers,https://img-c.udemycdn.com/course/240x135/383414_6091_5.jpg,Office Productivity/PowerPoint
https://www.udemy.com/course/mastering-microsoft-teams/,Mastering Microsoft Teams - Bonus Content (2022),4.6,Bigger Brains,https://img-c.udemycdn.com/course/240x135/1507666_9416_7.jpg,Office Productivity/Microsoft Teams
https://www.udemy.com/course/office-shortcuts/,Microsoft Office Shortcuts and Speed Tips,4.6,Christopher Boykin,https://img-c.udemycdn.com/course/240x135/1100398_c274_2.jpg,Office Productivity/Microsoft Office
https://www.udemy.com/course/sap-abap-programming-for-beginners/,SAP ABAP Programming For Beginners - Online Training,4.4,Peter Moxon,https://img-c.udemycdn.com/course/240x135/20365_92cc_7.jpg,Office Productivity/SAP ABAP
https://www.udemy.com/course/how-to-use-microsoft-excel-beginning-to-advanced-tutorials/,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,4.6,Steve McDonald,https://img-c.udemycdn.com/course/240x135/509114_97f4_7.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-for-beginners-kevin-stratvert/,Excel for Beginners,4.6,Kevin Stratvert,https://img-c.udemycdn.com/course/240x135/4734348_2abe_3.jpg,Office Productivity/Excel
https://www.udemy.com/course/sap-for-beginners-2021/,SAP for Beginners course | SAP ERP with practice,4.5,Artur Paziewski,https://img-c.udemycdn.com/course/240x135/4289598_9aaf_17.jpg,Office Productivity/SAP
https://www.udemy.com/course/advanced-excel-tips-formulas/,Advanced Excel - Top Excel Tips & Formulas,4.5,Leila Gharani,https://img-c.udemycdn.com/course/240x135/773214_f3b8_9.jpg,Office Productivity/Excel Formulas and Functions
https://www.udemy.com/course/sap-sd-training/,SAP SD Training - in Plain English,4.5,Siva Prasad,https://img-c.udemycdn.com/course/240x135/33002_458c_3.jpg,Office Productivity/SAP SD
https://www.udemy.com/course/google-sheets-masterclass/,Google Sheets - The Comprehensive Masterclass,4.8,Leila Gharani,https://img-c.udemycdn.com/course/240x135/3507196_a9be.jpg,Office Productivity/Google Sheets
https://www.udemy.com/course/google-spreadsheet-tutorial/,Master Google Sheets (and see why it's better than Excel),4.6,Justin Mares,https://img-c.udemycdn.com/course/240x135/295503_da24_2.jpg,Office Productivity/Google Sheets
https://www.udemy.com/course/identify-spam-phishing-e-mails/,Easily Identify Spam & Phishing E-mails,4.5,Rafi Saar,https://img-c.udemycdn.com/course/240x135/2105388_9a24_2.jpg,Office Productivity/Web Security
https://www.udemy.com/course/microsoft-excel-data-analysis-and-dashboard-reporting/,Microsoft Excel Data Analysis and Dashboard Reporting,4.6,Kyle Pew,https://img-c.udemycdn.com/course/240x135/1346516_1560.jpg,Office Productivity/Excel Dashboard
https://www.udemy.com/course/oracledbatraining/,Oracle DBA 11g/12c - Database Administration for Junior DBA,4.5,Amarnath Reddy,https://img-c.udemycdn.com/course/240x135/1170864_e2f0_2.jpg,Office Productivity/Oracle Database
https://www.udemy.com/course/comprehensive-microsoft-excel-tutorial/,Comprehensive Microsoft Excel,4.5,Jordan Hudgens,https://img-c.udemycdn.com/course/240x135/109880_a49e_6.jpg,Office Productivity/Excel
https://www.udemy.com/course/power-bi-master-class-dashboards-and-power-bi-service/,Power BI Master Class - Dashboards and Power BI Service,4.6,Ian Littlejohn,https://img-c.udemycdn.com/course/240x135/1686170_1198_13.jpg,Office Productivity/Microsoft Power BI
https://www.udemy.com/course/microsoft-outlook-2016-beginner-and-intermediate-training/,Microsoft Outlook 2016: Beginner and Intermediate Training,4.4,365 Careers,https://img-c.udemycdn.com/course/240x135/969148_fff3_4.jpg,Office Productivity/Microsoft Outlook
https://www.udemy.com/course/excel-smart-tips/,Smart Tips: Excel,4.6,Alex Mozes,https://img-c.udemycdn.com/course/240x135/2407642_e830_5.jpg,Office Productivity/Excel
https://www.udemy.com/course/learn-gsuite/,"Complete Google Workspace (G Suite), Beginner - Advanced",4.6,Laurence Svekis,https://img-c.udemycdn.com/course/240x135/3044772_6d55_4.jpg,Office Productivity/Google Workspace (G Suite)
https://www.udemy.com/course/sql-performance-tuning-masterclass/,Oracle SQL Performance Tuning Masterclass (2024),4.6,"Database Masters Training | 250,000+ Students Worldwide",https://img-c.udemycdn.com/course/240x135/1637872_886a_26.jpg,Office Productivity/Oracle SQL
https://www.udemy.com/course/microsoft-excel-masterclass-complete-and-concise/,Microsoft Excel Weekender Crash Course,4.5,Start-Tech Academy,https://img-c.udemycdn.com/course/240x135/2070737_3af1_4.jpg,Office Productivity/Excel
https://www.udemy.com/course/microsoft-access-complete-beginner-to-advanced/,Microsoft Access Complete Beginner to Advanced,4.7,Kyle Pew,https://img-b.udemycdn.com/course/240x135/834690_d0f4_3.jpg,Office Productivity/Microsoft Access
https://www.udemy.com/course/sharepoint-online-beginners-course/,Mastering Microsoft 365 SharePoint Online: Essential Guide,4.6,Simon Sez IT,https://img-b.udemycdn.com/course/240x135/4162966_ee5d_2.jpg,Office Productivity/SharePoint
https://www.udemy.com/course/sharepoint-2013-complete-training/,SharePoint 2013 Complete Training,4.4,Kyle Pew,https://img-b.udemycdn.com/course/240x135/775346_ca40_5.jpg,Office Productivity/SharePoint
https://www.udemy.com/course/pivot-table-to-power-bi/,"Power BI for Excel Users - Work Smarter, Grow Faster",4.5,Dr. Nitin Paranjape,https://img-b.udemycdn.com/course/240x135/817764_3031_7.jpg,Office Productivity/Excel
https://www.udemy.com/course/microsoft-onenote-2013-like-a-boss/,Microsoft OneNote Like a Boss. The Definitive Course.,4.5,Brian Culp,https://img-b.udemycdn.com/course/240x135/435078_6a15_9.jpg,Office Productivity/OneNote
https://www.udemy.com/course/microsoft-powerpoint-in-2-hours-time-to-boost-your-career/,Microsoft PowerPoint in 1 Hour : Introduction to PowerPoint,4.5,365 Careers,https://img-b.udemycdn.com/course/240x135/395700_212f_3.jpg,Office Productivity/PowerPoint
https://www.udemy.com/course/microsoft-excel-the-complete-intro/,Ms Excel/Excel 2023 - The Complete Introduction to Excel,4.4,Yassin Marco,https://img-b.udemycdn.com/course/240x135/2887508_967c_5.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-2010-formulas-and-functions-how-to-use-excel-tutorial/,Excel Formulas & Functions - Find Answers in Your Excel Data,4.6,Steve McDonald,https://img-b.udemycdn.com/course/240x135/600086_ea14_3.jpg,Office Productivity/Excel Formulas and Functions
https://www.udemy.com/course/power-bi-master-class-data-modelling-and-dax-formulas/,Power BI Master Class-Data Models and DAX Formulas,4.6,Ian Littlejohn,https://img-b.udemycdn.com/course/240x135/1686164_f0ec_12.jpg,Office Productivity/Microsoft Power BI
https://www.udemy.com/course/outlook-time-management/,Time Management Training with Outlook,4.4,Learnit Anytime,https://img-b.udemycdn.com/course/240x135/26089_7e99_5.jpg,Office Productivity/Microsoft Outlook
https://www.udemy.com/course/visio-2013-like-a-boss/,Microsoft Visio 13/16/19 Like a Boss - The Definitive Course,4.7,Brian Culp,https://img-b.udemycdn.com/course/240x135/401708_577d_17.jpg,Office Productivity/Microsoft Visio
https://www.udemy.com/course/complete-powerpoint-presentation-design/,PowerPoint Masterclass - Presentation Design & Animation,4.6,Andrew Pach,https://img-b.udemycdn.com/course/240x135/1406474_cadf_7.jpg,Office Productivity/PowerPoint
https://www.udemy.com/course/comprehensive-microsoft-word/,Comprehensive Microsoft Word,4.5,Jordan Hudgens,https://img-b.udemycdn.com/course/240x135/119270_6cd1_5.jpg,Office Productivity/Microsoft Word
https://www.udemy.com/course/sap-s4hana-erp/,The Ultimate SAP S/4HANA Course 2023: From Zero to Expert,4.5,Allen Sun,https://img-b.udemycdn.com/course/240x135/4768966_c12d.jpg,Office Productivity/SAP
https://www.udemy.com/course/excel-data-visualization-techniques-for-impressive-reports/,Excel Charts - Visualization Secrets for Impressive Charts,4.6,Leila Gharani,https://img-b.udemycdn.com/course/240x135/656432_75a0_5.jpg,Office Productivity/Excel Charts
https://www.udemy.com/course/salesforcecom-new-user-training/,Salesforce New User Training,4.4,Aspiratech Training,https://img-b.udemycdn.com/course/240x135/205270_aaec_14.jpg,Office Productivity/Salesforce
https://www.udemy.com/course/the-complete-guide-to-microsoft-sharepoint-online/,SharePoint - Complete Guide to Microsoft SharePoint Online,4.5,Henry Habib,https://img-c.udemycdn.com/course/240x135/4236836_f66a_2.jpg,Office Productivity/SharePoint
https://www.udemy.com/course/sap-s4-hana-finance-training-course/,SAP S/4HANA Finance & Controlling - Configuration & End User,4.5,Rana W Mehmood,https://img-c.udemycdn.com/course/240x135/3114984_23e3.jpg,Office Productivity/SAP S/4HANA
https://www.udemy.com/course/excel-vba-programming-by-examples/,Excel VBA Bootcamp: VBA Programming with Practical Workouts,3.6,Gopal Prasad Malakar,https://img-c.udemycdn.com/course/240x135/1030420_b368_2.jpg,Office Productivity/Excel VBA
https://www.udemy.com/course/excel-interactive-dashboards-and-data-analysis/,Excel Interactive Dashboards and Data Analysis,4.6,Ian Littlejohn,https://img-c.udemycdn.com/course/240x135/1698420_0972_12.jpg,Office Productivity/Excel Dashboard
https://www.udemy.com/course/microsoft-excel-pro-tips-for-power-users/,Microsoft Excel Pro Tips: Excel from Beginner to Advanced,4.7,Maven Analytics,https://img-c.udemycdn.com/course/240x135/1885612_b008_9.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-charts-learn-everything-about-charts-with-excel-2013/,Microsoft Excel Dashboard and Data Analysis Masterclass,4.7,Andreas Exadaktylos,https://img-c.udemycdn.com/course/240x135/370474_2c34_7.jpg,Office Productivity/Excel Dashboard
https://www.udemy.com/course/oracle-sql-developer-tips-and-tricks/,Oracle SQL Developer: Mastering its Features + Tips & Tricks,4.5,Carlos DL,https://img-c.udemycdn.com/course/240x135/609956_d7df_13.jpg,Office Productivity/Oracle SQL
https://www.udemy.com/course/microsoft-excel-learn-ms-excel-for-data-analysis/,Microsoft Excel - Learn MS EXCEL For DATA Analysis,4.2,Yassin Marco,https://img-c.udemycdn.com/course/240x135/3011572_33ad_2.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-vba-programming/,Excel VBA Programming - The Complete Guide,4.6,Boris Paskhaver,https://img-c.udemycdn.com/course/240x135/1392410_55f9_7.jpg,Office Productivity/Excel VBA
https://www.udemy.com/course/oracle-plsql-fundamentals-vol-i-ii/,Oracle PL/SQL Fundamentals vol. I & II,4.5,Intellezy Trainers,https://img-c.udemycdn.com/course/240x135/128786_83a3_11.jpg,Office Productivity/PL/SQL
https://www.udemy.com/course/office365/,The ultimate real-life Office 365 productivity course,4.2,Ulrika Hedlund,https://img-c.udemycdn.com/course/240x135/1549562_15c5_2.jpg,Office Productivity/Microsoft Office 365
https://www.udemy.com/course/microsoft-project-2016/,Master Microsoft Project 2016 - 6 PDUs,4.5,Joseph Phillips,https://img-c.udemycdn.com/course/240x135/638292_6242_2.jpg,Office Productivity/Microsoft Project
https://www.udemy.com/course/google-office-productivity/,Google Cloud Productivity - Drive and Google's Office Suite,4.7,Joe Buchmann,https://img-c.udemycdn.com/course/240x135/827712_100d_2.jpg,Office Productivity/Google Drive
https://www.udemy.com/course/mastering-office-365-2016/,Mastering Microsoft 365 (2022) (was Mastering Office 365),4.5,Bigger Brains,https://img-c.udemycdn.com/course/240x135/904324_31fc_7.jpg,Office Productivity/Microsoft Office 365
https://www.udemy.com/course/ultimate-excel-vba/,Ultimate Excel VBA,4.5,Mark Talbert,https://img-c.udemycdn.com/course/240x135/63229_bcbb_6.jpg,Office Productivity/Excel VBA
https://www.udemy.com/course/abap-objects/,Learn SAP ABAP Objects - Online Training Course,4.5,Peter Moxon,https://img-c.udemycdn.com/course/240x135/86390_fd29_7.jpg,Office Productivity/SAP ABAP
https://www.udemy.com/course/excel-pivot-table/,Excel Deep Dive: Pivot Tables Workshop,4.5,Alex Mozes,https://img-b.udemycdn.com/course/240x135/18212_8a1f_8.jpg,Office Productivity/Pivot Tables
https://www.udemy.com/course/learn-advanced-excel-in-animation/,Microsoft Excel:Beginner to Advanced in animation 2024 + AI,4.6,Kadhiravan Jayachandiran,https://img-b.udemycdn.com/course/240x135/4194488_084b_28.jpg,Office Productivity/Excel
https://www.udemy.com/course/microsoft-excel-basic-excel-advanced-excel-formulas/,Microsoft Excel -Basic Excel/ Advanced Excel Formulas,4.4,Yassin Marco,https://img-b.udemycdn.com/course/240x135/3338560_f31f.jpg,Office Productivity/Excel
https://www.udemy.com/course/sap-s4-hana-for-beginners-learn-sap-step-by-step/,SAP for Beginner: Learn SAP S/4HANA Overview,4.5,Hello SCM,https://img-b.udemycdn.com/course/240x135/4146768_8056_18.jpg,Office Productivity/SAP
https://www.udemy.com/course/import-excel-into-access/,Excel to Access: Intro to Microsoft Access for Excel Users,4.7,Bruce Myron,https://img-b.udemycdn.com/course/240x135/506788_75b6.jpg,Office Productivity/Excel
https://www.udemy.com/course/sap-s4hana-mm-sourcing-and-procurement/,SAP S/4HANA Sourcing & Procurement (MM-Materials Management),4.5,Rana W Mehmood,https://img-b.udemycdn.com/course/240x135/4371150_7aaf_4.jpg,Office Productivity/SAP MM
https://www.udemy.com/course/microsoftteams/,Microsoft Teams: Discover How To Collaborate Online For Work,4.3,Ermin Dedic,https://img-b.udemycdn.com/course/240x135/3039692_998a_4.jpg,Office Productivity/Microsoft Teams
https://www.udemy.com/course/excel-dynamic-arrays/,Master NEW Excel Functions in Office 365 & Office 2021,4.7,Leila Gharani,https://img-b.udemycdn.com/course/240x135/1974808_0835_3.jpg,Office Productivity/Excel Formulas and Functions
https://www.udemy.com/course/learning-to-touch-type/,Touch Typing Mastery - Learn to type correctly,4.4,Thomas McDonald,https://img-b.udemycdn.com/course/240x135/1313518_0f74_3.jpg,Office Productivity/Typing
https://www.udemy.com/course/getting-started-with-microsoft-excel/,Excel Zero to Advance w/ Data Analysis Masterclass & ChatGPT,4.6,Irfan Sharif ACA ACCA | #1 Best Selling Instructor of Accounting & Bookkeeping,https://img-b.udemycdn.com/course/240x135/3057290_6754_10.jpg,Office Productivity/Excel
https://www.udemy.com/course/excel-master-class-power-query-consume-and-transform-data/,Complete Introduction to Excel Power Query,4.6,Ian Littlejohn,https://img-b.udemycdn.com/course/240x135/1951188_dd84_11.jpg,Office Productivity/Power Query
https://www.udemy.com/course/the-ultimate-microsoft-office-2016-training-bundle/,The Ultimate Microsoft Office 2016 Training Bundle,4.4,Simon Sez IT,https://img-b.udemycdn.com/course/240x135/973394_f5e7_4.jpg,Office Productivity/Microsoft Office
https://www.udemy.com/course/sap-analytics-cloud-sac/,The Complete SAP Analytics Cloud Course,4.5,Allen Sun,https://img-b.udemycdn.com/course/240x135/3852530_370a_4.jpg,Office Productivity/SAP Analytics Cloud
